,Dept,Number,Course_Name,Professor,Start_Time,End_Time,Location,Description,Pre/coreqs,Offered,Dept + Number,Median Grade,Semester (Ex: SP21)
444,AEM,2810,The Economics of Vice and Corruption,Garrick Blalock,11:25AM,12:40PM,Warren Hall 113,"This writing course is designed to explore the important but largely undocumented role of vice and corruption in modern economies. A particular focus of the course will be learning how to identify activities, such as corruption and creating, that are designed to avoid detection. Techniques to uncover nefarious behavior are an important tool to understand the nature and extent of bad behavior and to prescribe policy treatment to minimize it. Students will write essays reflecting critically on weekly readings of recent literature on vice and deception.","Prerequisite: ECON 1110, First-Year Writing Seminar.",Spring.,AEM 2810,,
445,AEM,2830,VBA for Data Analysis and Business Modeling,Reza Moghimi,08:05AM,09:20AM,Mann Library B30A,"This course is an introduction to programming with Excel Visual Basic for Applications (VBA) for students aiming to enter the world
of business analytics. Using business applied cases students will increase decision making efficiency and productivity through a
detailed understanding of VBA programming languages.",Prerequisite: AEM 2010.,Spring.,AEM 2830,,
446,AEM,2840,Python Programming for Data Analysis and Business Modeling,Reza Moghimi,09:40AM,10:55AM,Mann Library B30A,"This course is an introduction to programming with Python for students aiming to enter the world of business analytics. Using business applied cases students will increase decision making efficiency and productivity through a detailed understanding of Python programming languages. Students will also learn how to use a range of Python libraries for data analytics such as NumPy, MatPlotLib, Seaborn, Pandas, and Scikit.",,"Fall, Spring.",AEM 2840,,
447,AEM,2850,R Programming for Business Analytics and Data Visualization,Todd Gerarden,09:40AM,10:55AM,Warren Hall 150,"This course provides business students with an introduction to the most important tools in R for programming and data visualization. Students will learn the basics of R syntax, data structures, data wrangling, and data visualization using the grammar of graphics. After taking this course, students will have the tools to complete basic tasks in R and interface effectively with statisticians and data scientists in business settings. This course also provides a foundation for future coursework to implement more advanced statistical methods in R.",Prerequisite: AEM 2010  and AEM 2100.,Spring.,AEM 2850,,
448,AEM,3000,Grand Challenges Pre-Project Immersion,Sarah Chalmers,09:40AM,10:55AM,Warren Hall 401,"Part of the Grand Challenges program, the Pre-Project Immersion prepares students to work with a team during their senior year to solve a societal problem. The Immersion is an intensive learning experience with reinforcements throughout the semester. Students will build skills in working as part of a team, presenting to a client, reflecting on their experience, and demonstrating cultural humility.",Prerequisite: AEM 2000 or AEM 2555 or AEM 2800 or AEM 2805 or AEM 2810 or permission of instructor.,"Fall, Spring.",AEM 3000,,
449,AEM,3030,Explorations in Analytic Modeling,Donna Haeger,,,,"Explorations in Analytic Modeling is a fully online course offering a deeper exploration of model-based approaches to quantitative decision-making within a spreadsheet platform.  Applied decision-making primarily using Microsoft Excel as a business analytics tool will focus on performing descriptive, predictive and prescriptive analytics while addressing a wide range of business cases. Emphasis will be placed on exploration that enhances decision making to improve outcomes. This data-driven course will move the student from intro to the most complex functionality available in the Excel platform. Key topics will include data integrity, data management, visual analytics, text analytics, financial modeling, forecasting, optimization, pivot tables, simulation, and dashboard design. The course spans industries and verticals as we explore reasoning with data to address problems in business enterprises leading to optimal managerial decision-making, effective communication of recommendations, and understanding the world of business analytics.",Prerequisite: AEM 2010.,"Fall, Spring.",AEM 3030,,
450,AEM,3040,Dairy Markets and Policy,Christopher Wolf,,,,"This course is a survey of topics related to: 1) the structure and performance of U.S. dairy markets; and 2) federal and state policies that regulate market activities. This is not a course in how to market or sell farm milk or dairy products, although we will discuss some topics related to marketing and dairy demand analysis. Policy sections emphasize understanding why regulations were created and how they impact market activity, as well as describing what they do.",,Spring.,AEM 3040,,
451,AEM,3060,Practitioner's Overview of Securities Markets and Asset Management,A.J. Edwards,08:00AM,09:55AM,Warren Hall 150,"A broad overview of various aspects of the Fixed Income and Equities Markets and the role of Investment Banks. Topics, amongst others, will include: Securities Sales and Trading, Fiscal and Monetary Policy effects on Markets, Asset Management, Private Equity and Leveraged Buyouts, Mergers and Acquisitions, and Risk Management. Course will focus on real life practices and may include guest speakers, role playing and trading simulations.",,Spring.,AEM 3060,,
452,AEM,3100,Business Statistics,Cindy Van Es,01:30PM,02:20PM,Warren Hall 150,"Focuses on techniques used to analyze data from marketing research, business, and economics. Topics include experimental design and ANOVA, contingency-table analysis, quality-control methods, time-series analysis, and forecasting. Also includes brief introductions to nonparametric methods and multivariate analysis. Involves a research project designed to give experience in collecting and interpreting data.",Prerequisite: AEM 2100 or equivalent.,"Fall, Spring.",AEM 3100,A-,FA21
453,AEM,3110,Design and Innovation,Denise Ramzy,11:20AM,01:50PM,Warren Hall 173,"This course introduces students to a design toolkit and mindset for creative problem solving that enables a shift from a 20th century, market-based perspective to a more sustainable, human-centered approach appropriate to this century's systemic challenges. Topics covered include: opportunity finding and innovation; the design thinking cycle of inspiration-interpretation-ideation-implementation; and visual communication. Students will learn to apply design strategies to their work to make it more integrated and collaborative. This course will require openness to new ways of (divergent) thinking.",Prerequisite: AEM 2200 or AEM 1200 or equivalent.,"Fall, Spring.",AEM 3110,,
